                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
  -8.7393604501973291E-006  -8.8186643450988230E-006  -8.5482348262670674E-006  -8.7393604501973291E-006  -8.7215409538204870E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.6970010962067282E-006  -8.9166700125125199E-006  -8.7388787660488286E-006  -8.8137617612603482E-006  -8.6739560937980721E-006  -8.7399322159022862E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.3168825929867776E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006
  -4.3549297083972702E-004  -4.5922447246244020E-004  -5.5356658644436596E-004  -4.3549297083972702E-004  -4.6203712980685282E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3523645792493135E-004  -4.9177742245532700E-004  -4.3403450505315519E-004  -4.4052993098065622E-004  -5.1211544644433121E-004  -4.3580163112272958E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -5.6041042841445453E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004
  -4.8766966340073941       -4.9697180862630805       -9.2247199914035924       -4.8766966340073941       -6.5132574379015491       -4.8766966340073941       -4.8766966340073941       -4.9528046885055499       -7.3201536209384956       -4.9006083208848645       -4.7429071548351036       -7.9831941157607798       -4.8791899350988670       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -10.306427472083246       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941     
 -0.99852456358949437      -0.99853178266287945      -0.99851965639050888      -0.99852456358949437      -0.99852233033251681      -0.99852456358949437      -0.99852456358949437      -0.99852864107228667      -0.99852758992389801      -0.99852340143795892      -0.99897818393597715      -0.99852513518976638      -0.99852342575924857      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99794909683229116      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437     
  0.99992261840580510       0.99992438966664066       0.99994536206916318       0.99992261840580510       0.99993134257760574       0.99992261840580510       0.99992261840580510       0.99992454188975832       0.99995157212358277       0.99992679725957789        1.0003918385393415       0.99993694125635735       0.99992233065929081       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99947918770484401       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510     
  0.12527218408525484       0.12526873320270135       0.12529236917764494       0.12527218408525484       0.12527815887705523       0.12527218408525484       0.12527218408525484       0.12288590149105012       0.12527816362564706       0.12527194594178240       0.12572152582786295       0.12409041575528128       0.12527219917937671       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.14266239704731978       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484     
   3.4038013888614133E-002   3.4040747125595516E-002   3.3151927476466482E-002   3.4038013888614133E-002   3.4051257674297938E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038970876016220E-002   3.2211911760137164E-002   3.4038196395110715E-002   3.4488997777677180E-002   3.3449473746022862E-002   3.4038039494504242E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   4.4937858748652214E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002
  -6.3511628059045617E-004  -6.3058511234335144E-004  -6.4041997459082409E-004  -6.3511628059045617E-004  -6.3585140943267569E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3486545925134526E-004  -6.3718965438348471E-004  -3.4517925349834014E-004  -1.8290362239271405E-004  -6.3568370912488138E-004  -6.3509588727850654E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -1.0141057029774514E-003  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004
   2.6755122093195188E-006  -4.7500749704360244E-007   1.1263042008462549E-005   2.6755122093195188E-006   2.2964984370566704E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.2170485005962950E-006   4.5161132745003436E-006   2.3905859312489167E-006   5.0662210449677881E-006   1.8944372546898375E-006   2.1501337200847455E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006  -1.0941078880256504E-005   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006
   6.8739122237972442E-004   7.3872218735771163E-004   6.8786358382185559E-004   6.8739122237972442E-004   6.8717806167553077E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8768093433387424E-004   6.8634951333968201E-004   6.8766492172204802E-004   6.8969109955142036E-004   6.8887665611585853E-004   6.8727700526395672E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.7560138342142098E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004
   9.0617777685289742E-004   9.0631047983434057E-004   9.6308619809506839E-004   9.0617777685289742E-004   9.0578229209700896E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0578482337691393E-004   9.0693071316800395E-004   9.0622910570976694E-004   9.0565333523795531E-004   9.0616151949948483E-004   9.0587075775069316E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   8.6871744192422917E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004
   8.1589455734424896E-005   8.3445447141027693E-005   8.8642757412377076E-005   8.1589455734424896E-005   8.1581186908772927E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.2516243026866285E-005   8.2586750705856038E-005   8.1513377605855442E-005   8.1522573802789351E-005   8.2199123850962503E-005   8.1389145260501831E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   6.9835364405672356E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005
